Zipcode,City,State,County
29431,Bonneau,SC,Berkeley
29431,Bonneau,SC,Berkeley
29431,Bonneau Beach,SC,Berkeley
29431,,SC,Berkeley
29432,,SC,Bamberg
29432,,SC,Dorchester
29432,Branchville,SC,Orangeburg
29432,Branchville,SC,Orangeburg
29432,,SC,Orangeburg
29433,Canadys,SC,Colleton
29434,Cordesville,SC,Berkeley
29434,,SC,Berkeley
29435,Cottageville,SC,Colleton
29435,Cottageville,SC,Colleton
29435,,SC,Colleton
29436,Cross,SC,Berkeley
29436,,SC,Berkeley
29436,,SC,Orangeburg
29437,Dorchester,SC,Dorchester
29437,,SC,Dorchester
29438,Edisto Island,SC,Charleston
29438,,SC,Charleston
29438,Edisto Beach,SC,Colleton
29438,,SC,Colleton
29439,Folly Beach,SC,Charleston
29439,Folly Beach,SC,Charleston
29440,Georgetown,SC,Georgetown
29440,Georgetown,SC,Georgetown
29440,,SC,Georgetown
29442,Georgetown,SC,Georgetown
29445,Goose Creek,SC,Berkeley
29445,Goose Creek,SC,Berkeley
29445,Hanahan,SC,Berkeley
29445,,SC,Berkeley
29446,Green Pond,SC,Colleton
29446,,SC,Colleton
29447,Grover,SC,Dorchester
29448,Harleyville,SC,Dorchester
29448,Harleyville,SC,Dorchester
29448,,SC,Dorchester
29449,Hollywood,SC,Charleston
29449,Hollywood,SC,Charleston
29449,Meggett,SC,Charleston
29449,Ravenel,SC,Charleston
29449,,SC,Charleston
29450,Huger,SC,Berkeley
29450,,SC,Berkeley
29450,,SC,Charleston
29451,Isle Of Palms,SC,Charleston
29451,Isle of Palms,SC,Charleston
29451,,SC,Charleston
29452,Jacksonboro,SC,Colleton
29452,Jacksonboro,SC,Colleton
29452,,SC,Colleton
29453,Jamestown,SC,Berkeley
29453,Jamestown,SC,Berkeley
29453,,SC,Berkeley
29455,Charleston,SC,Charleston
29455,Hollywood,SC,Charleston
29455,Johns Island,SC,Charleston
29455,Kiawah Island,SC,Charleston
29455,Seabrook Island,SC,Charleston
29455,,SC,Charleston
29456,Goose Creek,SC,Berkeley
29456,Ladson,SC,Berkeley
29456,Sangaree,SC,Berkeley
29456,,SC,Berkeley
29456,Ladson,SC,Charleston
29456,Ladson,SC,Charleston
29456,North Charleston,SC,Charleston
29456,,SC,Charleston
29456,North Charleston,SC,Dorchester
29456,Summerville,SC,Dorchester
29456,,SC,Dorchester
29457,Johns Island,SC,Charleston
29458,Awendaw,SC,Charleston
29458,Mc Clellanville,SC,Charleston
29458,McClellanville,SC,Charleston
29458,,SC,Charleston
29461,Goose Creek,SC,Berkeley
29461,Moncks Corner,SC,Berkeley
29461,Moncks Corner,SC,Berkeley
29461,Pinopolis,SC,Berkeley
29461,,SC,Berkeley
29464,Mount Pleasant,SC,Charleston
29464,Mount Pleasant,SC,Charleston
29464,,SC,Charleston
29465,Mount Pleasant,SC,Charleston
29466,Mount Pleasant,SC,Charleston
29466,Mount Pleasant,SC,Charleston
29466,,SC,Charleston
29468,Pineville,SC,Berkeley
29468,,SC,Berkeley
29469,Pinopolis,SC,Berkeley
29469,Pinopolis,SC,Berkeley
29469,,SC,Berkeley
29470,Hollywood,SC,Charleston
29470,Ravenel,SC,Charleston
29470,Ravenel,SC,Charleston
29470,,SC,Charleston
29470,,SC,Dorchester
29471,Reevesville,SC,Dorchester
29471,Reevesville,SC,Dorchester
29471,,SC,Dorchester
29472,,SC,Berkeley
29472,,SC,Colleton
29472,Ridgeville,SC,Dorchester
29472,Ridgeville,SC,Dorchester
29472,,SC,Dorchester
29474,Jacksonboro,SC,Colleton
29474,Round O,SC,Colleton
29474,,SC,Colleton
29475,Ruffin,SC,Colleton
29475,,SC,Colleton
29476,Russellville,SC,Berkeley
29477,Saint George,SC,Dorchester
29477,St. George,SC,Dorchester
29477,,SC,Dorchester
29479,Russellville,SC,Berkeley
29479,Saint Stephen,SC,Berkeley
29479,St. Stephen,SC,Berkeley
29479,,SC,Berkeley
29481,,SC,Bamberg
29481,Smoaks,SC,Colleton
29481,Smoaks,SC,Colleton
29481,,SC,Colleton
29482,Sullivans Island,SC,Charleston
29482,Sullivans Island,SC,Charleston
29483,Goose Creek,SC,Berkeley
29483,Ladson,SC,Berkeley
29483,Sangaree,SC,Berkeley
29483,Summerville,SC,Berkeley
29483,,SC,Berkeley
29483,,SC,Charleston
29483,North Charleston,SC,Dorchester
29483,Summerville,SC,Dorchester
29483,Summerville,SC,Dorchester
29483,,SC,Dorchester
29484,Summerville,SC,Dorchester
29485,Lincolnville,SC,Charleston
29485,Summerville,SC,Charleston
29485,,SC,Charleston
29485,North Charleston,SC,Dorchester
29485,Summerville,SC,Dorchester
29485,Summerville,SC,Dorchester
29485,,SC,Dorchester
29487,Rockville,SC,Charleston
29487,Wadmalaw Island,SC,Charleston
29487,,SC,Charleston
29488,Walterboro,SC,Colleton
29488,Walterboro,SC,Colleton
29488,,SC,Colleton
29492,Charleston,SC,Berkeley
29492,Charleston,SC,Berkeley
29492,,SC,Berkeley
29493,Williams,SC,Colleton
29493,Williams,SC,Colleton
29501,,SC,Darlington
29501,Florence,SC,Florence
29501,Florence,SC,Florence
29501,,SC,Florence
29502,Florence,SC,Florence
29503,Florence,SC,Florence
29504,Florence,SC,Florence
29505,Florence,SC,Florence
29505,Florence,SC,Florence
29505,,SC,Florence
29506,,SC,Darlington
29506,Florence,SC,Florence
29506,Florence,SC,Florence
29506,Quinby,SC,Florence
29506,,SC,Florence
29510,Andrews,SC,Georgetown
29510,,SC,Georgetown
29510,Andrews,SC,Williamsburg
29510,Andrews,SC,Williamsburg
29510,,SC,Williamsburg
29511,Aynor,SC,Horry
29511,Aynor,SC,Horry
29511,,SC,Horry
29512,Bennettsville,SC,Marlboro
29512,Bennettsville,SC,Marlboro
29512,,SC,Marlboro
29516,Blenheim,SC,Marlboro
29516,Blenheim,SC,Marlboro
29516,,SC,Marlboro
29518,Cades,SC,Williamsburg
29518,,SC,Williamsburg
29519,Centenary,SC,Marion
29519,,SC,Marion
29520,Cheraw,SC,Chesterfield
29520,Cheraw,SC,Chesterfield
29520,,SC,Chesterfield
29525,Clio,SC,Marlboro
29525,Clio,SC,Marlboro
29525,,SC,Marlboro
29526,Conway,SC,Horry
29526,Conway,SC,Horry
29526,Red Hill,SC,Horry
29526,,SC,Horry
29527,Bucksport,SC,Horry
29527,Conway,SC,Horry
29527,Conway,SC,Horry
29527,,SC,Horry
29528,Conway,SC,Horry
29530,Coward,SC,Florence
29530,Coward,SC,Florence
29530,,SC,Florence
29532,Darlington,SC,Darlington
29532,Darlington,SC,Darlington
29532,,SC,Darlington
29536,Dillon,SC,Dillon
29536,Dillon,SC,Dillon
29536,,SC,Dillon
29540,Darlington,SC,Darlington
29540,,SC,Darlington
29541,Effingham,SC,Florence
29541,Florence,SC,Florence
29541,,SC,Florence
29543,Fork,SC,Dillon
29543,,SC,Dillon
29544,Aynor,SC,Horry
29544,Galivants Ferry,SC,Horry
29544,,SC,Horry
29545,Green Sea,SC,Horry
29545,,SC,Horry
29546,Gresham,SC,Marion
29546,,SC,Marion
29547,Hamer,SC,Dillon
29547,,SC,Dillon
29550,,SC,Chesterfield
29550,Hartsville,SC,Darlington
29550,Hartsville,SC,Darlington
29550,Lydia,SC,Darlington
29550,North Hartsville,SC,Darlington
29550,,SC,Darlington
29550,,SC,Lee
29551,Hartsville,SC,Darlington
29554,,SC,Florence
29554,,SC,Georgetown
29554,Hemingway,SC,Williamsburg
29554,Hemingway,SC,Williamsburg
29554,Stuckey,SC,Williamsburg
29554,,SC,Williamsburg
29555,Johnsonville,SC,Florence
29555,Johnsonville,SC,Florence
29555,,SC,Florence
29555,,SC,Williamsburg
29556,Kingstree,SC,Williamsburg
29556,Kingstree,SC,Williamsburg
29556,,SC,Williamsburg
29560,,SC,Clarendon
29560,Lake City,SC,Florence
29560,Lake City,SC,Florence
29560,Scranton,SC,Florence
29560,,SC,Florence
29560,,SC,Williamsburg
29563,Lake View,SC,Dillon
29563,Lake View,SC,Dillon
29563,,SC,Dillon
29564,Lane,SC,Williamsburg
29564,Lane,SC,Williamsburg
29564,,SC,Williamsburg
29565,Latta,SC,Dillon
29565,Latta,SC,Dillon
29565,,SC,Dillon
29565,,SC,Marion
29565,,SC,Marlboro
29566,Little River,SC,Horry
29566,Little River,SC,Horry
29566,North Myrtle Beach,SC,Horry
29566,,SC,Horry
29567,Little Rock,SC,Dillon
29567,,SC,Dillon
29568,Longs,SC,Horry
29568,Myrtle Beach,SC,Horry
29568,North Myrtle Beach,SC,Horry
29568,,SC,Horry
29569,Loris,SC,Horry
29569,Loris,SC,Horry
29569,,SC,Horry
29570,Mc Coll,SC,Marlboro
29570,McColl,SC,Marlboro
29570,,SC,Marlboro
29571,Marion,SC,Marion
29571,Marion,SC,Marion
29571,,SC,Marion
29572,Briarcliffe Acres,SC,Horry
29572,Myrtle Beach,SC,Horry
29572,Myrtle Beach,SC,Horry
29572,North Myrtle Beach,SC,Horry
29572,,SC,Horry
29574,,SC,Dillon
29574,Mullins,SC,Marion
29574,Mullins,SC,Marion
29574,,SC,Marion
29575,Garden City,SC,Horry
29575,Myrtle Beach,SC,Horry
29575,Surfside Beach,SC,Horry
29575,,SC,Horry
29576,Murrells Inlet,SC,Georgetown
29576,,SC,Georgetown
29576,Garden City,SC,Horry
29576,Murrells Inlet,SC,Horry
29576,,SC,Horry
29577,Myrtle Beach,SC,Horry
29577,Myrtle Beach,SC,Horry
29577,Socastee,SC,Horry
29577,,SC,Horry
29578,Myrtle Beach,SC,Horry
29579,Forestbrook,SC,Horry
29579,Myrtle Beach,SC,Horry
29579,Red Hill,SC,Horry
29579,,SC,Horry
29580,Nesmith,SC,Williamsburg
29580,,SC,Williamsburg
29581,,SC,Dillon
29581,Nichols,SC,Horry
29581,,SC,Horry
29581,Nichols,SC,Marion
29581,,SC,Marion
29582,Atlantic Beach,SC,Horry
29582,North Myrtle Beach,SC,Horry
29582,North Myrtle Beach,SC,Horry
29582,,SC,Horry
29583,Pamplico,SC,Florence
29583,Pamplico,SC,Florence
29583,,SC,Florence
29584,Patrick,SC,Chesterfield
29584,Patrick,SC,Chesterfield
29584,,SC,Chesterfield
29585,Pawleys Island,SC,Georgetown
29585,Pawleys Island,SC,Georgetown
29585,,SC,Georgetown
29587,Myrtle Beach,SC,Horry
29588,Forestbrook,SC,Horry
29588,Myrtle Beach,SC,Horry
29588,Myrtle Beach,SC,Horry
29588,Red Hill,SC,Horry
29588,Socastee,SC,Horry
29588,,SC,Horry
29589,Rains,SC,Marion
29590,Lane,SC,Williamsburg
29590,Salters,SC,Williamsburg
29590,,SC,Williamsburg
29591,Coward,SC,Florence
29591,Scranton,SC,Florence
29591,Scranton,SC,Florence
29591,,SC,Florence
29592,Sellers,SC,Dillon
29592,,SC,Dillon
29592,Sellers,SC,Marion
29592,,SC,Marion
29593,,SC,Chesterfield
29593,Society Hill,SC,Darlington
29593,Society Hill,SC,Darlington
29593,,SC,Darlington
29594,Tatum,SC,Marlboro
29594,Tatum,SC,Marlboro
29594,,SC,Marlboro
29596,Wallace,SC,Marlboro
29596,Wallace,SC,Marlboro
29596,,SC,Marlboro
29597,North Myrtle Beach,SC,Horry
29598,North Myrtle Beach,SC,Horry
29601,City View,SC,Greenville
29601,Dunean,SC,Greenville
29601,Greenville,SC,Greenville
29601,Greenville,SC,Greenville
29601,Judson,SC,Greenville
29601,Sans Souci,SC,Greenville
29601,,SC,Greenville
29602,Greenville,SC,Greenville
29603,Greenville,SC,Greenville
29604,Greenville,SC,Greenville
29605,Dunean,SC,Greenville
29605,Gantt,SC,Greenville
29605,Greenville,SC,Greenville
29605,Greenville,SC,Greenville
29605,,SC,Greenville
29606,Greenville,SC,Greenville
29607,Greenville,SC,Greenville
29607,Greenville,SC,Greenville
29607,Mauldin,SC,Greenville
29607,Wade Hampton,SC,Greenville
29607,,SC,Greenville
29608,Greenville,SC,Greenville
29609,Greenville,SC,Greenville
29609,Greenville,SC,Greenville
29609,Sans Souci,SC,Greenville
29609,Taylors,SC,Greenville
29609,Wade Hampton,SC,Greenville
29609,,SC,Greenville
29610,Greenville,SC,Greenville
29611,Powdersville,SC,Anderson
29611,Berea,SC,Greenville
29611,City View,SC,Greenville
29611,Dunean,SC,Greenville
29611,Greenville,SC,Greenville
29611,Greenville,SC,Greenville
29611,Judson,SC,Greenville
29611,Parker,SC,Greenville
29611,Welcome,SC,Greenville
29611,,SC,Greenville
29611,,SC,Pickens
29612,Greenville,SC,Greenville
29613,Greenville,SC,Greenville
29613,,SC,Greenville
29614,Greenville,SC,Greenville
29614,Greenville,SC,Greenville
29615,Greenville,SC,Greenville
29615,Greenville,SC,Greenville
29615,Taylors,SC,Greenville
29615,Wade Hampton,SC,Greenville
29615,,SC,Greenville
29616,Greenville,SC,Greenville
29617,Berea,SC,Greenville
29617,Greenville,SC,Greenville
29617,Parker,SC,Greenville
29617,Sans Souci,SC,Greenville
29617,Travelers Rest,SC,Greenville
29617,,SC,Greenville
29620,Abbeville,SC,Abbeville
29620,Abbeville,SC,Abbeville
29620,Antreville,SC,Abbeville
29620,Lake Secession,SC,Abbeville
29620,,SC,Abbeville
29620,,SC,McCormick
29621,Anderson,SC,Anderson
29621,Anderson,SC,Anderson
29621,Northlake,SC,Anderson
29621,,SC,Anderson
29622,Anderson,SC,Anderson
29623,Anderson,SC,Anderson
29624,Anderson,SC,Anderson
29624,Anderson,SC,Anderson
29624,Homeland Park,SC,Anderson
29624,,SC,Anderson
29625,Anderson,SC,Anderson
29625,Anderson,SC,Anderson
29625,Centerville,SC,Anderson
29625,Northlake,SC,Anderson
29625,,SC,Anderson
29626,Anderson,SC,Anderson
29626,Homeland Park,SC,Anderson
29626,,SC,Anderson
29627,,SC,Abbeville
29627,Belton,SC,Anderson
29627,Belton,SC,Anderson
29627,,SC,Anderson
29627,,SC,Greenville
29628,Calhoun Falls,SC,Abbeville
29628,Calhoun Falls,SC,Abbeville
29628,,SC,Abbeville
29628,,SC,McCormick
29630,,SC,Anderson
29630,Central,SC,Pickens
29630,Central,SC,Pickens
29630,Clemson,SC,Pickens
29630,Norris,SC,Pickens
29630,Six Mile,SC,Pickens
29630,,SC,Pickens
29631,Clemson,SC,Anderson
29631,Clemson,SC,Pickens
29631,Clemson,SC,Pickens
29631,,SC,Pickens
29632,Clemson,SC,Pickens
29633,Clemson,SC,Pickens
29634,Clemson,SC,Pickens
29634,,SC,Pickens
29635,Cleveland,SC,Greenville
29635,,SC,Greenville
29635,,SC,Pickens
29636,Conestee,SC,Greenville
29638,Donalds,SC,Abbeville
29638,Donalds,SC,Abbeville
29638,,SC,Abbeville
29638,,SC,Greenwood
29639,Due West,SC,Abbeville
29639,Due West,SC,Abbeville
29639,,SC,Abbeville
29640,Arial,SC,Pickens
29640,Easley,SC,Pickens
29640,Easley,SC,Pickens
29640,,SC,Pickens
29641,Easley,SC,Pickens
29642,Easley,SC,Anderson
29642,Powdersville,SC,Anderson
29642,,SC,Anderson
29642,Easley,SC,Pickens
29642,Easley,SC,Pickens
29642,,SC,Pickens
29643,Fair Play,SC,Anderson
29643,,SC,Anderson
29643,Fair Play,SC,Oconee
29643,Fair Play,SC,Oconee
29643,,SC,Oconee
29644,Fountain Inn,SC,Greenville
29644,Fountain Inn,SC,Greenville
29644,,SC,Greenville
29644,Fountain Inn,SC,Laurens
29644,,SC,Laurens
29645,Gray Court,SC,Laurens
29645,Gray Court,SC,Laurens
29645,,SC,Laurens
29646,,SC,Abbeville
29646,Greenwood,SC,Greenwood
29646,Greenwood,SC,Greenwood
29646,Promised Land,SC,Greenwood
29646,,SC,Greenwood
29647,Greenwood,SC,Greenwood
29648,Greenwood,SC,Greenwood
29649,,SC,Abbeville
29649,Coronaca,SC,Greenwood
29649,Greenwood,SC,Greenwood
29649,Greenwood,SC,Greenwood
29649,,SC,Greenwood
29650,Greer,SC,Greenville
29650,Greer,SC,Greenville
29650,Taylors,SC,Greenville
29650,,SC,Greenville
29650,,SC,Spartanburg
29651,Five Forks,SC,Greenville
29651,Greer,SC,Greenville
29651,Greer,SC,Greenville
29651,,SC,Greenville
29651,Greer,SC,Spartanburg
29651,,SC,Spartanburg
29652,Greer,SC,Spartanburg
29653,,SC,Abbeville
29653,Cokesbury,SC,Greenwood
29653,Hodges,SC,Greenwood
29653,Hodges,SC,Greenwood
29653,,SC,Greenwood
29654,Honea Path,SC,Abbeville
29654,,SC,Abbeville
29654,Honea Path,SC,Anderson
29654,Honea Path,SC,Anderson
29654,,SC,Anderson
29654,,SC,Greenville
29654,Princeton,SC,Laurens
29654,,SC,Laurens
29655,Antreville,SC,Abbeville
29655,Lake Secession,SC,Abbeville
29655,Lowndesville,SC,Abbeville
29655,,SC,Abbeville
29655,Iva,SC,Anderson
29655,Iva,SC,Anderson
29655,,SC,Anderson
29656,La France,SC,Anderson
29657,,SC,Anderson
29657,Liberty,SC,Pickens
29657,Liberty,SC,Pickens
29657,Norris,SC,Pickens
29657,,SC,Pickens
29658,Long Creek,SC,Oconee
29658,,SC,Oconee
29659,Lowndesville,SC,Abbeville
29659,Lowndesville,SC,Abbeville
29661,Marietta,SC,Greenville
29661,Slater-Marietta,SC,Greenville
29661,,SC,Greenville
29661,,SC,Pickens
29662,Mauldin,SC,Greenville
29662,Mauldin,SC,Greenville
29662,,SC,Greenville
29664,Mountain Rest,SC,Oconee
29664,,SC,Oconee
29665,Newry,SC,Oconee
29665,Newry,SC,Oconee
29666,Ninety Six,SC,Greenwood
29666,Ninety Six,SC,Greenwood
29666,,SC,Greenwood
29666,,SC,Saluda
29667,Norris,SC,Pickens
29667,Norris,SC,Pickens
29669,Pelzer,SC,Anderson
29669,West Pelzer,SC,Anderson
29669,Williamston,SC,Anderson
29669,,SC,Anderson
29669,Pelzer,SC,Greenville
29669,Ware Place,SC,Greenville
29669,,SC,Greenville
29670,Pendleton,SC,Anderson
29670,Pendleton,SC,Anderson
29670,,SC,Anderson
29670,,SC,Pickens
29671,Pickens,SC,Pickens
29671,Pickens,SC,Pickens
29671,,SC,Pickens
29672,Newry,SC,Oconee
29672,Seneca,SC,Oconee
29672,Seneca,SC,Oconee
29672,,SC,Oconee
29673,Piedmont,SC,Anderson
29673,Powdersville,SC,Anderson
29673,,SC,Anderson
29673,Gantt,SC,Greenville
29673,Golden Grove,SC,Greenville
29673,Piedmont,SC,Greenville
29673,Piedmont,SC,Greenville
29673,,SC,Greenville
29675,Richland,SC,Oconee
29676,Salem,SC,Oconee
29676,Salem,SC,Oconee
29676,,SC,Oconee
29677,Sandy Springs,SC,Anderson
29678,Seneca,SC,Oconee
29678,Seneca,SC,Oconee
29678,Utica,SC,Oconee
29678,,SC,Oconee
29679,Seneca,SC,Oconee
29680,Mauldin,SC,Greenville
29680,Simpsonville,SC,Greenville
29680,Simpsonville,SC,Greenville
29680,,SC,Greenville
29681,Five Forks,SC,Greenville
29681,Fountain Inn,SC,Greenville
29681,Mauldin,SC,Greenville
29681,Simpsonville,SC,Greenville
29681,Simpsonville,SC,Greenville
29681,,SC,Greenville
29682,Six Mile,SC,Pickens
29682,Six Mile,SC,Pickens
29682,,SC,Pickens
29683,Slater,SC,Greenville
29683,Slater-Marietta,SC,Greenville
29684,Starr,SC,Anderson
29684,Starr,SC,Anderson
29684,,SC,Anderson
29685,Sunset,SC,Pickens
29685,,SC,Pickens
29686,Tamassee,SC,Oconee
29686,,SC,Oconee
29687,Greer,SC,Greenville
29687,Taylors,SC,Greenville
29687,Taylors,SC,Greenville
29687,Tigerville,SC,Greenville
29687,Wade Hampton,SC,Greenville
29687,,SC,Greenville
29688,Tigerville,SC,Greenville
29689,Townville,SC,Anderson
29689,,SC,Anderson
29689,,SC,Oconee
29690,Tigerville,SC,Greenville
29690,Travelers Rest,SC,Greenville
29690,Travelers Rest,SC,Greenville
29690,,SC,Greenville
29691,Walhalla,SC,Oconee
29691,Walhalla,SC,Oconee
29691,West Union,SC,Oconee
29691,,SC,Oconee
29692,Ware Shoals,SC,Abbeville
29692,,SC,Abbeville
29692,Ware Shoals,SC,Greenwood
29692,,SC,Greenwood
29692,Ware Shoals,SC,Laurens
29692,,SC,Laurens
29693,Westminster,SC,Oconee
29693,Westminster,SC,Oconee
29693,,SC,Oconee
29695,Hodges,SC,Greenwood
29696,Walhalla,SC,Oconee
29696,West Union,SC,Oconee
29696,West Union,SC,Oconee
29696,,SC,Oconee
29697,Williamston,SC,Anderson
29697,Williamston,SC,Anderson
29697,,SC,Anderson
29702,Blacksburg,SC,Cherokee
29702,Blacksburg,SC,Cherokee
29702,,SC,Cherokee
29702,,SC,York
29703,Bowling Green,SC,York
29704,,SC,Chester
29704,Catawba,SC,York
29704,Catawba,SC,York
29704,Lesslie,SC,York
29704,,SC,York
29706,Chester,SC,Chester
29706,Chester,SC,Chester
29706,Eureka Mill,SC,Chester
29706,Gayle Mill,SC,Chester
29706,Lowrys,SC,Chester
29706,,SC,Chester
29706,,SC,York
29707,Fort Mill,SC,Lancaster
29707,,SC,Lancaster
29707,,SC,York
29708,Fort Mill,SC,York
29708,Fort Mill,SC,York
29708,Riverview,SC,York
29708,Tega Cay,SC,York
29708,,SC,York
29709,Chesterfield,SC,Chesterfield
29709,Chesterfield,SC,Chesterfield
29709,,SC,Chesterfield
29710,Clover,SC,York
29710,Clover,SC,York
29710,Lake Wylie,SC,York
29710,,SC,York
29712,Edgemoor,SC,Chester
29712,,SC,Chester
29712,,SC,York
29714,Fort Lawn,SC,Chester
29714,Fort Lawn,SC,Chester
29714,,SC,Chester
29715,Fort Mill,SC,York
29715,Fort Mill,SC,York
29715,,SC,York
29716,Fort Mill,SC,York
29717,Hickory Grove,SC,York
29717,Hickory Grove,SC,York
29717,,SC,York
29718,Jefferson,SC,Chesterfield
29718,Jefferson,SC,Chesterfield
29718,,SC,Chesterfield
29718,,SC,Kershaw
29720,Elgin,SC,Lancaster
29720,Irwin,SC,Lancaster
29720,Lancaster,SC,Lancaster
29720,Lancaster,SC,Lancaster
29720,Springdale,SC,Lancaster
29720,,SC,Lancaster
29721,Lancaster,SC,Lancaster
29722,Lancaster,SC,Lancaster
29724,Lando,SC,Chester
29724,,SC,Chester
29726,Mc Connells,SC,York
29726,McConnells,SC,York
29726,,SC,York
29727,Mount Croghan,SC,Chesterfield
29727,Mount Croghan,SC,Chesterfield
29727,,SC,Chesterfield
29728,Pageland,SC,Chesterfield
29728,Pageland,SC,Chesterfield
29728,,SC,Chesterfield
29729,Richburg,SC,Chester
29729,Richburg,SC,Chester
29729,,SC,Chester
29730,,SC,Chester
29730,Catawba,SC,York
29730,Lesslie,SC,York
29730,Rock Hill,SC,York
29730,Rock Hill,SC,York
29730,,SC,York
29731,Rock Hill,SC,York
29732,India Hook,SC,York
29732,Newport,SC,York
29732,Rock Hill,SC,York
29732,Rock Hill,SC,York
29732,,SC,York
29733,Rock Hill,SC,York
29733,Rock Hill,SC,York
29734,Rock Hill,SC,York
29741,Ruby,SC,Chesterfield
29741,Ruby,SC,Chesterfield
29741,,SC,Chesterfield
29742,,SC,Chester
29742,Sharon,SC,York
29742,Sharon,SC,York
29742,,SC,York
29743,Smyrna,SC,York
29743,Smyrna,SC,York
29743,,SC,York
29744,Van Wyck,SC,Lancaster
29745,Lake Wylie,SC,York
29745,Newport,SC,York
29745,York,SC,York
29745,York,SC,York
29745,,SC,York
29801,Aiken,SC,Aiken
29801,Aiken,SC,Aiken
29801,,SC,Aiken
29802,Aiken,SC,Aiken
29803,Aiken,SC,Aiken
29803,Aiken,SC,Aiken
29803,New Ellenton,SC,Aiken
29803,,SC,Aiken
29804,Aiken,SC,Aiken
29805,Aiken,SC,Aiken
29805,,SC,Aiken
29808,Aiken,SC,Aiken
29809,New Ellenton,SC,Aiken
29809,New Ellenton,SC,Aiken
29809,,SC,Aiken
29810,Allendale,SC,Allendale
29810,Allendale,SC,Allendale
29810,,SC,Allendale
29812,,SC,Allendale
29812,Barnwell,SC,Barnwell
29812,Barnwell,SC,Barnwell
29812,Hilda,SC,Barnwell
29812,Kline,SC,Barnwell
29812,Snelling,SC,Barnwell
29812,,SC,Barnwell
29813,Hilda,SC,Barnwell
29816,Bath,SC,Aiken
29816,Burnettown,SC,Aiken
29816,,SC,Aiken
29817,,SC,Bamberg
29817,Blackville,SC,Barnwell
29817,Blackville,SC,Barnwell
29817,Hilda,SC,Barnwell
29817,,SC,Barnwell
29819,,SC,Abbeville
29819,Bradley,SC,Greenwood
29819,Bradley,SC,Greenwood
29819,Promised Land,SC,Greenwood
29819,,SC,Greenwood
29819,,SC,McCormick
29821,,SC,Edgefield
29821,Clarks Hill,SC,McCormick
29821,Clarks Hill,SC,McCormick
29821,,SC,McCormick
29822,Clearwater,SC,Aiken
29824,Edgefield,SC,Edgefield
29824,Edgefield,SC,Edgefield
29824,,SC,Edgefield
29824,,SC,Saluda
29826,Elko,SC,Barnwell
29826,Elko,SC,Barnwell
29826,,SC,Barnwell
29827,Fairfax,SC,Allendale
29827,Fairfax,SC,Allendale
29827,Sycamore,SC,Allendale
29827,,SC,Allendale
29828,Gloverville,SC,Aiken
29828,Gloverville,SC,Aiken
29828,Langley,SC,Aiken
29829,Burnettown,SC,Aiken
29829,Graniteville,SC,Aiken
29829,Graniteville,SC,Aiken
29829,,SC,Aiken
29831,Jackson,SC,Aiken
29831,Jackson,SC,Aiken
29831,,SC,Aiken
29832,Johnston,SC,Edgefield
29832,Johnston,SC,Edgefield
29832,,SC,Edgefield
29832,,SC,Saluda
29834,Burnettown,SC,Aiken
29834,Gloverville,SC,Aiken
29834,Langley,SC,Aiken
29834,Langley,SC,Aiken
29834,,SC,Aiken
29835,,SC,Edgefield
29835,Mc Cormick,SC,McCormick
29835,McCormick,SC,McCormick
29835,Willington,SC,McCormick
29835,,SC,McCormick
29836,Martin,SC,Allendale
29836,,SC,Allendale
29836,,SC,Barnwell
29838,,SC,Edgefield
29838,Modoc,SC,McCormick
29838,Modoc,SC,McCormick
29838,,SC,McCormick
29839,Montmorenci,SC,Aiken
29840,Mount Carmel,SC,McCormick
29840,Mount Carmel,SC,McCormick
29840,,SC,McCormick
29841,Belvedere,SC,Aiken
29841,Burnettown,SC,Aiken
29841,Clearwater,SC,Aiken
29841,North Augusta,SC,Aiken
29841,North Augusta,SC,Aiken
29841,,SC,Aiken
29842,Beech Island,SC,Aiken
29842,Burnettown,SC,Aiken
29842,Clearwater,SC,Aiken
29842,,SC,Aiken
29843,Govan,SC,Bamberg
29843,Olar,SC,Bamberg
29843,Olar,SC,Bamberg
29843,,SC,Bamberg
29843,,SC,Barnwell
29844,Parksville,SC,McCormick
29844,Parksville,SC,McCormick
29844,,SC,McCormick
29845,,SC,Edgefield
29845,Parksville,SC,McCormick
29845,Plum Branch,SC,McCormick
29845,Plum Branch,SC,McCormick
29845,,SC,McCormick
29846,Sycamore,SC,Allendale
29847,,SC,Aiken
29847,Trenton,SC,Edgefield
29847,Trenton,SC,Edgefield
29847,,SC,Edgefield
29848,Troy,SC,Greenwood
29848,Troy,SC,Greenwood
29848,,SC,Greenwood
29848,,SC,McCormick
29848,,SC,Saluda
29849,Ulmer,SC,Allendale
29849,Ulmer,SC,Allendale
29849,,SC,Allendale
29849,,SC,Barnwell
29850,Vaucluse,SC,Aiken
29850,,SC,Aiken
29851,Aiken,SC,Aiken
29851,Burnettown,SC,Aiken
29851,Gloverville,SC,Aiken
29851,Graniteville,SC,Aiken
29851,Langley,SC,Aiken
29851,Warrenville,SC,Aiken
29851,Warrenville,SC,Aiken
29851,,SC,Aiken
29853,,SC,Aiken
29853,Elko,SC,Barnwell
29853,Williston,SC,Barnwell
29853,Williston,SC,Barnwell
29853,,SC,Barnwell
29856,Windsor,SC,Aiken
29856,Windsor,SC,Aiken
29856,,SC,Aiken
